rectangles,time_prep,time_answer,time_total,alg
1,0.00014269799794419669,0.10451674899741192,0.10465944699535612,tree
2,0.00011279400132480077,0.09579771499920753,0.09591050900053233,tree
4,0.00013681800191989169,0.1020045859986567,0.10214140400057659,tree
